ID,Timestamp,Message Length,Punctuation Count
341754974549835776,2017-08-01 01:32:15.433000+00:00,33,0
341754855267893249,2017-08-01 01:31:46.994000+00:00,4,0
341325407171248141,2017-07-30 21:05:18.589000+00:00,46,0
341267873857142806,2017-07-30 17:16:41.578000+00:00,16,0
341262848057409536,2017-07-30 16:56:43.334000+00:00,21,0
341262819334815746,2017-07-30 16:56:36.486000+00:00,12,0
341262613965176843,2017-07-30 16:55:47.522000+00:00,25,1
340913060967350273,2017-07-29 17:46:47.593000+00:00,98,2
340912444601794561,2017-07-29 17:44:20.640000+00:00,25,0
340911432575221771,2017-07-29 17:40:19.354000+00:00,9,0
340587951027388416,2017-07-28 20:14:55.343000+00:00,31,0
339585493102624768,2017-07-26 01:51:30.749000+00:00,26,0
339585476325277697,2017-07-26 01:51:26.749000+00:00,24,0
339581214581063702,2017-07-26 01:34:30.670000+00:00,37,0
339581160185397248,2017-07-26 01:34:17.701000+00:00,9,0
339580885936373760,2017-07-26 01:33:12.315000+00:00,49,0
339580849823547395,2017-07-26 01:33:03.705000+00:00,7,0
339580769792163840,2017-07-26 01:32:44.624000+00:00,26,1
339580701139664896,2017-07-26 01:32:28.256000+00:00,22,1
339509137585209345,2017-07-25 20:48:06.175000+00:00,1,0
338446871762698240,2017-07-22 22:27:02.267000+00:00,33,0
338444545157103617,2017-07-22 22:17:47.561000+00:00,65,2
338444409894862848,2017-07-22 22:17:15.312000+00:00,2,0
337985661917200384,2017-07-21 15:54:21.271000+00:00,13,1
337795338599399424,2017-07-21 03:18:04.656000+00:00,37,0
337786689923579904,2017-07-21 02:43:42.651000+00:00,19,3
337785641716678686,2017-07-21 02:39:32.739000+00:00,25,0
337785622037266435,2017-07-21 02:39:28.047000+00:00,3,0
337763596404654080,2017-07-21 01:11:56.727000+00:00,2,0
337439001160056833,2017-07-20 03:42:07.190000+00:00,2,0
337438928229367810,2017-07-20 03:41:49.802000+00:00,15,0
337435184490217472,2017-07-20 03:26:57.225000+00:00,19,0
337434309923176448,2017-07-20 03:23:28.712000+00:00,47,0
337434104117198848,2017-07-20 03:22:39.644000+00:00,54,0
337433777053630464,2017-07-20 03:21:21.666000+00:00,21,0
337433549684867072,2017-07-20 03:20:27.457000+00:00,60,0
337433467845607426,2017-07-20 03:20:07.945000+00:00,71,0
337433418457546774,2017-07-20 03:19:56.170000+00:00,19,0
337433402758266891,2017-07-20 03:19:52.427000+00:00,19,0
337432857548947466,2017-07-20 03:17:42.439000+00:00,41,0
337432411576991744,2017-07-20 03:15:56.111000+00:00,2,0
337432347018264578,2017-07-20 03:15:40.719000+00:00,5,0
337432342597468161,2017-07-20 03:15:39.665000+00:00,20,0
337432289820803084,2017-07-20 03:15:27.082000+00:00,33,0
337432269625229324,2017-07-20 03:15:22.267000+00:00,28,0
337432119733387266,2017-07-20 03:14:46.530000+00:00,78,0
337431952493772800,2017-07-20 03:14:06.657000+00:00,30,0
337431871379996672,2017-07-20 03:13:47.318000+00:00,53,0
337431799963713536,2017-07-20 03:13:30.291000+00:00,4,0
337431699992477696,2017-07-20 03:13:06.456000+00:00,29,0
337431664559128589,2017-07-20 03:12:58.008000+00:00,35,0
337431355195392011,2017-07-20 03:11:44.250000+00:00,21,0
337431315760807937,2017-07-20 03:11:34.848000+00:00,2,0
337431267601678346,2017-07-20 03:11:23.366000+00:00,14,0
337431063808966657,2017-07-20 03:10:34.778000+00:00,41,0
337430977532133376,2017-07-20 03:10:14.208000+00:00,5,0
337426968121311232,2017-07-20 02:54:18.290000+00:00,27,0
337426887506657280,2017-07-20 02:53:59.070000+00:00,15,0
337426859421597717,2017-07-20 02:53:52.374000+00:00,25,0
337426145265844224,2017-07-20 02:51:02.106000+00:00,7,0
337425789417160704,2017-07-20 02:49:37.265000+00:00,33,0
337425755841757185,2017-07-20 02:49:29.260000+00:00,3,0
337425627634466820,2017-07-20 02:48:58.693000+00:00,13,0
337425613566771201,2017-07-20 02:48:55.339000+00:00,9,0
337423149714898944,2017-07-20 02:39:07.911000+00:00,31,0
337422642086805517,2017-07-20 02:37:06.883000+00:00,2,0
337422506862313484,2017-07-20 02:36:34.643000+00:00,16,0
337422389627322368,2017-07-20 02:36:06.692000+00:00,9,0
337420836510105604,2017-07-20 02:29:56.400000+00:00,29,0
337420735356338176,2017-07-20 02:29:32.283000+00:00,39,0
337420507173617666,2017-07-20 02:28:37.880000+00:00,19,0
337420475187724289,2017-07-20 02:28:30.254000+00:00,12,0
337420298301341716,2017-07-20 02:27:48.081000+00:00,6,0
337420258358984714,2017-07-20 02:27:38.558000+00:00,2,0
337420191996575754,2017-07-20 02:27:22.736000+00:00,6,0
337420163081306113,2017-07-20 02:27:15.842000+00:00,13,0
337420042343940099,2017-07-20 02:26:47.056000+00:00,28,0
337420004783816705,2017-07-20 02:26:38.101000+00:00,19,0
337419870029479937,2017-07-20 02:26:05.973000+00:00,26,0
337419830598565888,2017-07-20 02:25:56.572000+00:00,15,0
337419772935405569,2017-07-20 02:25:42.824000+00:00,2,0
337419648574423041,2017-07-20 02:25:13.174000+00:00,9,0
337419328280592394,2017-07-20 02:23:56.810000+00:00,31,1
337417589905031178,2017-07-20 02:17:02.349000+00:00,25,0
337417572926357504,2017-07-20 02:16:58.301000+00:00,6,0
337417166863335424,2017-07-20 02:15:21.488000+00:00,61,0
337416853099905027,2017-07-20 02:14:06.681000+00:00,48,0
337416701635330049,2017-07-20 02:13:30.569000+00:00,3,0
337416528016310293,2017-07-20 02:12:49.175000+00:00,9,0
337416511088099329,2017-07-20 02:12:45.139000+00:00,59,0
337416437771534346,2017-07-20 02:12:27.659000+00:00,44,0
337416332914196490,2017-07-20 02:12:02.659000+00:00,20,0
337416021042397184,2017-07-20 02:10:48.303000+00:00,34,0
337415988318568449,2017-07-20 02:10:40.501000+00:00,32,1
337415722038722561,2017-07-20 02:09:37.015000+00:00,37,1
337415665856020490,2017-07-20 02:09:23.620000+00:00,36,0
337413377397882880,2017-07-20 02:00:18.009000+00:00,41,1
337413195377672192,2017-07-20 01:59:34.612000+00:00,17,0
337413033804693514,2017-07-20 01:58:56.090000+00:00,39,1
337412224924647426,2017-07-20 01:55:43.238000+00:00,38,1
337412119026991107,2017-07-20 01:55:17.990000+00:00,43,1
337412029956751374,2017-07-20 01:54:56.754000+00:00,44,1
337411913665347584,2017-07-20 01:54:29.028000+00:00,63,2
337411614741495829,2017-07-20 01:53:17.759000+00:00,62,3
337411067640676373,2017-07-20 01:51:07.320000+00:00,24,1
337410857917218818,2017-07-20 01:50:17.318000+00:00,42,1
337410783338299392,2017-07-20 01:49:59.537000+00:00,42,1
337410726115147787,2017-07-20 01:49:45.894000+00:00,42,1
337410663523680258,2017-07-20 01:49:30.971000+00:00,35,0
337410569038725121,2017-07-20 01:49:08.444000+00:00,11,0
337410549421703168,2017-07-20 01:49:03.767000+00:00,4,0
337410252326830082,2017-07-20 01:47:52.934000+00:00,92,2
337409876579975169,2017-07-20 01:46:23.349000+00:00,32,1
337409695507808257,2017-07-20 01:45:40.178000+00:00,11,0
337409681557291008,2017-07-20 01:45:36.852000+00:00,30,0
337409520554737664,2017-07-20 01:44:58.466000+00:00,26,0
337409502641127425,2017-07-20 01:44:54.195000+00:00,3,1
337409016823283714,2017-07-20 01:42:58.367000+00:00,3,0
337409013006336002,2017-07-20 01:42:57.457000+00:00,48,2
337408984178753538,2017-07-20 01:42:50.584000+00:00,46,0
337408933733859329,2017-07-20 01:42:38.557000+00:00,14,0
337368796102656000,2017-07-19 23:03:09+00:00,23,1
337070366537023488,2017-07-19 03:17:17.847000+00:00,30,1
337069091821060119,2017-07-19 03:12:13.931000+00:00,42,4
337068416059834380,2017-07-19 03:09:32.817000+00:00,82,1
337066477913899009,2017-07-19 03:01:50.727000+00:00,5,3
337066406409535492,2017-07-19 03:01:33.679000+00:00,20,3
337066314575118356,2017-07-19 03:01:11.784000+00:00,97,4
337065877730230283,2017-07-19 02:59:27.632000+00:00,25,1
337065483725701121,2017-07-19 02:57:53.694000+00:00,55,1
337064174481965067,2017-07-19 02:52:41.546000+00:00,17,1
337064055942414356,2017-07-19 02:52:13.284000+00:00,37,0
337063930251706368,2017-07-19 02:51:43.317000+00:00,18,0
337063879022739456,2017-07-19 02:51:31.103000+00:00,19,0
337063829165047808,2017-07-19 02:51:19.216000+00:00,16,0
337063765742977026,2017-07-19 02:51:04.095000+00:00,18,0
337063651833806858,2017-07-19 02:50:36.937000+00:00,1,0
337063563195842560,2017-07-19 02:50:15.804000+00:00,1,0
337058550201319430,2017-07-19 02:30:20.613000+00:00,5,3
337058120117518336,2017-07-19 02:28:38.073000+00:00,20,1
337057996670631946,2017-07-19 02:28:08.641000+00:00,82,1
337057918702583808,2017-07-19 02:27:50.052000+00:00,71,1
337057852772319232,2017-07-19 02:27:34.333000+00:00,58,1
337057767816953856,2017-07-19 02:27:14.078000+00:00,8,3
337056924291825665,2017-07-19 02:23:52.966000+00:00,37,1
337056798731403265,2017-07-19 02:23:23.030000+00:00,22,0
336639432977416204,2017-07-17 22:44:55.280000+00:00,2,0
336639391705464834,2017-07-17 22:44:45.440000+00:00,6,0
336639315167674383,2017-07-17 22:44:27.192000+00:00,9,0
336637626352271362,2017-07-17 22:37:44.547000+00:00,18,0
336637605707907082,2017-07-17 22:37:39.625000+00:00,3,0
336637421321977856,2017-07-17 22:36:55.664000+00:00,21,1
336637093092524042,2017-07-17 22:35:37.408000+00:00,4,0
336339783234093067,2017-07-17 02:54:13.214000+00:00,40,1
336224726676406274,2017-07-16 19:17:01.593000+00:00,11,1
336224412477030412,2017-07-16 19:15:46.682000+00:00,37,0
336224385721434136,2017-07-16 19:15:40.303000+00:00,31,0
336224305220157442,2017-07-16 19:15:21.110000+00:00,13,0
336224016048062466,2017-07-16 19:14:12.166000+00:00,3,0
335994378143399946,2017-07-16 04:01:42.223000+00:00,14,1
335962766462550018,2017-07-16 01:56:05.411000+00:00,22,0
335962203742142474,2017-07-16 01:53:51.248000+00:00,25,0
335961472519634964,2017-07-16 01:50:56.911000+00:00,1,0
335960799006687235,2017-07-16 01:48:16.333000+00:00,21,0
335960762835271680,2017-07-16 01:48:07.709000+00:00,6,0
335960277570945025,2017-07-16 01:46:12.013000+00:00,15,0
335960263146864644,2017-07-16 01:46:08.574000+00:00,30,0
335960215830790144,2017-07-16 01:45:57.293000+00:00,41,0
335959975388250113,2017-07-16 01:44:59.967000+00:00,47,0
335959937479999491,2017-07-16 01:44:50.929000+00:00,70,0
335959631497134081,2017-07-16 01:43:37.977000+00:00,85,0
335959021611909130,2017-07-16 01:41:12.569000+00:00,3,0
335954530275426304,2017-07-16 01:23:21.751000+00:00,5,0
335944742523371520,2017-07-16 00:44:28.169000+00:00,40,0
335944688215261185,2017-07-16 00:44:15.221000+00:00,18,0
335944492781666304,2017-07-16 00:43:28.626000+00:00,25,0
335944468438188032,2017-07-16 00:43:22.822000+00:00,20,0
335944388318593024,2017-07-16 00:43:03.720000+00:00,1,0
335941686914187265,2017-07-16 00:32:19.655000+00:00,7,0
335941681939742721,2017-07-16 00:32:18.469000+00:00,22,0
335941053569826827,2017-07-16 00:29:48.654000+00:00,60,2
335940936167194624,2017-07-16 00:29:20.663000+00:00,24,1
335940654355972096,2017-07-16 00:28:13.474000+00:00,8,0
335940634106003476,2017-07-16 00:28:08.646000+00:00,68,0
335940052549107712,2017-07-16 00:25:49.992000+00:00,11,0
335939305107357696,2017-07-16 00:22:51.788000+00:00,16,0
335939295623905281,2017-07-16 00:22:49.527000+00:00,50,0
335938892396101632,2017-07-16 00:21:13.390000+00:00,47,0
335938857340239872,2017-07-16 00:21:05.032000+00:00,30,0
335938810414366721,2017-07-16 00:20:53.844000+00:00,70,0
335938347732172801,2017-07-16 00:19:03.532000+00:00,10,1
335937991509934080,2017-07-16 00:17:38.602000+00:00,14,0
335937975625973760,2017-07-16 00:17:34.815000+00:00,60,0
335937929689956352,2017-07-16 00:17:23.863000+00:00,17,0
335937913680297986,2017-07-16 00:17:20.046000+00:00,5,0
335937882315554816,2017-07-16 00:17:12.568000+00:00,52,1
335937840774905857,2017-07-16 00:17:02.664000+00:00,9,1
335937810609733632,2017-07-16 00:16:55.472000+00:00,16,1
335937801809952768,2017-07-16 00:16:53.374000+00:00,7,1
335937652647919629,2017-07-16 00:16:17.811000+00:00,21,0
335937640375255043,2017-07-16 00:16:14.885000+00:00,53,0
335937603457253376,2017-07-16 00:16:06.083000+00:00,14,0
335937596905619467,2017-07-16 00:16:04.521000+00:00,19,0
335937520032284673,2017-07-16 00:15:46.193000+00:00,32,0
335937354294624258,2017-07-16 00:15:06.678000+00:00,5,0
335937320035418112,2017-07-16 00:14:58.510000+00:00,39,0
335937275462680579,2017-07-16 00:14:47.883000+00:00,8,0
335937226238328843,2017-07-16 00:14:36.147000+00:00,44,0
335936986109968384,2017-07-16 00:13:38.896000+00:00,11,1
333612641933328387,2017-07-09 14:17:32.060000+00:00,41,1
333612588258689024,2017-07-09 14:17:19.263000+00:00,41,1
333612413767254016,2017-07-09 14:16:37.661000+00:00,26,1
333612383421333505,2017-07-09 14:16:30.426000+00:00,28,1
333612353499299841,2017-07-09 14:16:23.292000+00:00,24,1
333612322880880641,2017-07-09 14:16:15.992000+00:00,33,1
333612263342604289,2017-07-09 14:16:01.797000+00:00,55,1
333612175107031040,2017-07-09 14:15:40.760000+00:00,18,1
333612140051038208,2017-07-09 14:15:32.402000+00:00,65,1
333611914934616064,2017-07-09 14:14:38.730000+00:00,19,1
331405769339699201,2017-07-03 12:08:12.632000+00:00,14,0
331405608517500928,2017-07-03 12:07:34.289000+00:00,28,0
331405425356308481,2017-07-03 12:06:50.620000+00:00,52,0
331405381568036867,2017-07-03 12:06:40.180000+00:00,13,0
331405130366713857,2017-07-03 12:05:40.289000+00:00,38,0
331405096502034439,2017-07-03 12:05:32.215000+00:00,29,0
331405067389501440,2017-07-03 12:05:25.274000+00:00,48,0
331404990327291905,2017-07-03 12:05:06.901000+00:00,68,0
331404723502579714,2017-07-03 12:04:03.285000+00:00,30,0
331404617026109450,2017-07-03 12:03:37.899000+00:00,104,0
331404522385833987,2017-07-03 12:03:15.335000+00:00,51,0
331404450302263306,2017-07-03 12:02:58.149000+00:00,22,0
330760794423820289,2017-07-01 17:25:18.629000+00:00,20,0
330760559282618369,2017-07-01 17:24:22.567000+00:00,17,0
330760432799318017,2017-07-01 17:23:52.411000+00:00,20,0
330760415854329856,2017-07-01 17:23:48.371000+00:00,2,0
330760255254298628,2017-07-01 17:23:10.081000+00:00,4,0
330759302736510977,2017-07-01 17:19:22.983000+00:00,11,0
330759288597381130,2017-07-01 17:19:19.612000+00:00,26,0
330759056216031232,2017-07-01 17:18:24.208000+00:00,12,0
330756246913417217,2017-07-01 17:07:14.418000+00:00,3,1
330755277278150657,2017-07-01 17:03:23.239000+00:00,20,1
330754859932319744,2017-07-01 17:01:43.736000+00:00,12,1
330754745432014868,2017-07-01 17:01:16.437000+00:00,19,1
330754710749446144,2017-07-01 17:01:08.168000+00:00,55,3
330754508613484556,2017-07-01 17:00:19.975000+00:00,28,1
330754488010932225,2017-07-01 17:00:15.063000+00:00,11,3
330754009553960960,2017-07-01 16:58:20.990000+00:00,30,3
330751051638636554,2017-07-01 16:46:35.768000+00:00,17,0
330750916460544002,2017-07-01 16:46:03.539000+00:00,7,0
330750579985088514,2017-07-01 16:44:43.317000+00:00,36,0
330750548079017984,2017-07-01 16:44:35.710000+00:00,47,0
330750517292695563,2017-07-01 16:44:28.370000+00:00,10,0
330750306126266368,2017-07-01 16:43:38.024000+00:00,2,0
330750256297803798,2017-07-01 16:43:26.144000+00:00,14,0
330750239747080192,2017-07-01 16:43:22.198000+00:00,32,0
330750153487155202,2017-07-01 16:43:01.632000+00:00,49,0
330750116149329920,2017-07-01 16:42:52.730000+00:00,45,0
330746292638842910,2017-07-01 16:27:41.134000+00:00,13,1
330745668782260226,2017-07-01 16:25:12.395000+00:00,58,1
330744141019348995,2017-07-01 16:19:08.148000+00:00,22,0
330744123860713472,2017-07-01 16:19:04.057000+00:00,1,0
330744119251042315,2017-07-01 16:19:02.958000+00:00,11,0
330744011436326913,2017-07-01 16:18:37.253000+00:00,38,0
330743989009383425,2017-07-01 16:18:31.906000+00:00,9,0
330743983565438976,2017-07-01 16:18:30.608000+00:00,3,0
330742465051230208,2017-07-01 16:12:28.566000+00:00,26,0
330741662147936257,2017-07-01 16:09:17.139000+00:00,19,0
330741639607877632,2017-07-01 16:09:11.765000+00:00,11,0
330741633350107147,2017-07-01 16:09:10.273000+00:00,3,0
330737679744630784,2017-07-01 15:53:27.660000+00:00,1,0
330736783572598786,2017-07-01 15:49:53.996000+00:00,25,0
330735848851243012,2017-07-01 15:46:11.141000+00:00,6,0
330735638976397322,2017-07-01 15:45:21.103000+00:00,55,0
330735537562451979,2017-07-01 15:44:56.924000+00:00,4,0
330735527412367361,2017-07-01 15:44:54.504000+00:00,17,0
330735182615150592,2017-07-01 15:43:32.298000+00:00,7,0
330734957385482240,2017-07-01 15:42:38.599000+00:00,4,0
330734878096359435,2017-07-01 15:42:19.695000+00:00,52,0
330734761347907586,2017-07-01 15:41:51.860000+00:00,33,0
330734519365664770,2017-07-01 15:40:54.167000+00:00,88,0
330733838005174282,2017-07-01 15:38:11.718000+00:00,51,0
330733753406062593,2017-07-01 15:37:51.548000+00:00,38,0
330733714810339328,2017-07-01 15:37:42.346000+00:00,60,0
330733642445881345,2017-07-01 15:37:25.093000+00:00,18,0
330733616403316737,2017-07-01 15:37:18.884000+00:00,10,0
330733602574696448,2017-07-01 15:37:15.587000+00:00,10,0
330733251352199168,2017-07-01 15:35:51.849000+00:00,58,0
330733014122364929,2017-07-01 15:34:55.289000+00:00,1,0
330732657359192065,2017-07-01 15:33:30.230000+00:00,39,0
330732265397157888,2017-07-01 15:31:56.779000+00:00,1,0
330713374403067904,2017-07-01 14:16:52.815000+00:00,1,0
330554743862722562,2017-07-01 03:46:32.347000+00:00,1,0
330423297026162700,2017-06-30 19:04:12.979000+00:00,8,0
323551295476596737,2017-06-11 19:57:20.134000+00:00,1,0
322907453950001153,2017-06-10 01:18:56.352000+00:00,27,0
322907444194050049,2017-06-10 01:18:54.026000+00:00,10,0
322907437927759872,2017-06-10 01:18:52.532000+00:00,3,0
322904173807009793,2017-06-10 01:05:54.305000+00:00,40,0
322903913034416128,2017-06-10 01:04:52.132000+00:00,18,0
322903899981873153,2017-06-10 01:04:49.020000+00:00,10,0
322462576678141964,2017-06-08 19:51:09.345000+00:00,29,0
322462068311588877,2017-06-08 19:49:08.141000+00:00,1,0
314932529796743169,2017-05-19 01:09:26.267000+00:00,1,0
314191984657170432,2017-05-17 00:06:46.547000+00:00,7,0
313129077995339778,2017-05-14 01:43:09.851000+00:00,50,1
313129030540984320,2017-05-14 01:42:58.537000+00:00,10,1
313128836399366145,2017-05-14 01:42:12.250000+00:00,66,0
